Plaintext,Ciphertext
word uni,82c02e477a705bc5
ts arXiv,60af3d0f1e9ac3ed
 preprin,53803bd21bcfb53c
t arXiv1,ccae598a5230fded
50807909,d7ce3bcc63571b29
  2015 3,44b2c10ccc517363
2 Noam S,ba9a419864341704
hazeer A,cf594624cb165a5c
zalia Mi,b5abf7c7f6ccda41
rhoseini,4f497670ab747e0e
 Krzyszt,424cd3011ad8b6a6
of Mazia,f2717024ece562b3
rz Andy ,007405194d1075df
Davis Qu,1f08cb9957cfcade
oc Le Ge,749ada9f201e2901
offrey H,bc8c0b9cdd3243e4
inton an,935154746274b297
d Jeff D,735d303caa0717cf
ean Outr,6acc0bddaa1b2366
ageously,b0479967ac44ec07
 large n,f1d80803e73809dc
eural ne,5aa282e81a3b3504
tworks T,bda7db0f70e00487
he spars,70645fe6eca763d8
elygated,61de09659cd5f511
 mixture,e8e874748a06ea08
ofexpert,bc110d3cfe541120
s layer ,d7345a5cc2a395a1
arXiv pr,5cb19321e22b18ef
eprint a,00005091e51351e7
rXiv1701,8a13a9c76d8752ca
06538  2,344c48903da6e301
017 33 N,0f19586a36a86646
itish Sr,fc709b625104e342
ivastava,064cfecd33c1ad7d
 Geoffre,76d9705dc540ac25
y E Hint,ed223d4e4efb8081
on Alex ,d7b85dc7a2182167
Krizhevs,f22be11990596723
ky Ilya ,d04bac29c92cb38f
Sutskeve,cea54abc967c3e39
r and Ru,f3f482705017aa74
slan Sal,14a3c758c50edfb0
akhutdi ,4f8b0d6d04c153be
nov Drop,a0082889a8167b70
out a si,112e982761f66d78
mple way,8a7e7bfc8569e44a
 to prev,ebf7a74a0602559a
ent neur,c6ffb3b0da968d77
al netwo,eab7601fa5f24d49
rks from,b258379df5f69df4
 overfit,22dffb4713ada4b5
ting Jou,87aba56f205acfab
rnal of ,f7277fb2495f35e0
Machine ,ff58786eaf9ae9ed
Learning,7a7a446123a3491e
 Researc,f217e5b3e991e89a
h  15119,7e6c3b57aeef4c02
291958 2,614c97639f0af49c
014 34 S,f91db62b597815ec
ainbayar,23a4e868f892fdf0
 Sukhbaa,80b314394bdedc7e
tar Arth,04e2f2e2181eb6e2
ur Szlam,f80e839973da4120
 Jason W,0a018a4e64bca955
eston an,9b5323d422298a0f
d Rob Fe,ac7c6094fce3292b
rgus End,55fbd37a26a8d297
toend me,8c41cf76bf47e7b8
mory net,702bf91d9caf4f42
works In,a9ece2e6b0b01fa9
 C Corte,0055d35ce2aded27
s N D La,e296df15722c9343
wrence D,cf864c40bc6d666d
 D Lee M,fa8045dc6656f8f8
 Sugiyam,32f76cee3d99b720
a and R ,f4e667f0b0d64b78
Garnett ,d098c78316188045
editors ,09756c9df602d2d4
Advances,ebcee62f689554ef
 in Neur,580ded5b416925b6
al Infor,c639138469d24657
mation P,24115ee2d1423c1c
rocessin,c8bf7d2648122526
g System,d83dc3b2a58421b3
s 28  pa,8ce5a2488fed05b8
ges 2440,b4bbdd945bee2cb8
2448 Cur,3b3d9cf855e5e426
ran Asso,7fd4d9e8d24d50cd
ciates I,29f9d5fbae5e2fe2
nc 2015 ,b8617c7c0abe40ad
35 Ilya ,ca54d1373e59ff2d
Sutskeve,cea54abc967c3e39
r Oriol ,f5b061d19966c893
Vinyals ,c7c4334bbdd1f4b0
and Quoc,35be59866eeb6315
 VV Le S,85c870b081c730c7
equence ,ec3e99c6b5b8d167
to seque,3079aca309e14a27
nce lear,6ec8bbbac2b4b238
ning wit,948f8ce757d9d90d
h neural,221f34509cfa646e
 network,45a315ecb660b36b
s In Adv,f202f31f2864772d
ances in,fb9cb18fce597607
 Neural ,935d1083e392cb10
Informat,f54f3d8dd45866df
ion Proc,16ecd681d4af494b
essing S,f20754c4b55043b7
ystems  ,33cd3bd99f526d96
pages 31,995b6d237b740919
043112 2,7da8876a7acd8afc
014 36 C,c12483689989eb2d
hristian,d45436657fff7076
 Szegedy,96c50d9b1e85fb1e
 Vincent,7fb037e758226d62
 Vanhouc,f8fdff86910bd4c0
ke Serge,aca8f0f00352bd28
y Ioffe ,21bb2ecea3a3665c
Jonathon,d2fc820df9aac035
 Shlens ,0a2dacdc1c96c132
and Zbig,81734e5a1f7141c3
niew Woj,620e376e06903134
na Rethi,59496a2e8333b29a
nking th,46c6aa30fb6158a2
e incept,61d88701b0ecf779
ion arch,216d49832439836d
itecture,e24fa398cd631bc2
 for com,0d47efbf8df5c0c7
puter vi,8501fa8e218a3554
sion CoR,6ae8ea9d52cc9b6f
R  abs15,33a49f98766e30ee
1200567 ,65e51d5f07f40b9b
2015 37 ,52e38d23689dad27
Vinyals ,c7c4334bbdd1f4b0
 Kaiser ,4c20b47357420916
Koo Petr,e075bd1ed52d2e2d
ov Sutsk,7641fb0ebda4f1dc
ever and,e0dfeb7314dd11bd
 Hinton ,f8ea0692b3ac9e0e
Grammar ,714ad67542883e48
as a for,026ba2b23c9205d6
eign lan,1c37fe41733304d4
guage In,f41f4acb7b074e27
 Advance,904413373e29c87b
s in Neu,45f7af173595d66d
ral Info,0a25c6d6667f2fc3
rmation ,10fb6d5e243295bd
Processi,a1383a61b3fcc63b
ng Syste,8c72747eb9e0f893
ms  2015,2840c8ad5a22ff58
 38 Yong,71f6a2c181693d9e
hui Wu M,48cda7c6cbb155b6
ike Schu,5ae3f3e0f69d6a47
ster Zhi,e59570984956aabd
feng Che,1ffc80c1bf17dab7
n Quoc V,2347d970a31b175b
 Le Moha,60ccb138bc27c16f
mmad Nor,315d75535d7e7207
ouzi Wol,311f9223a8b8e8f7
fgang Ma,489019f5d4cde99f
cherey M,5aebbcceb31d2a50
axim Kri,f23f3f9168462eaa
kun Yuan,d5452c5d04886679
 Cao Qin,2f387c50fdf7a6da
 Gao Kla,eb047e2db488aff5
us Mache,ea6210918bdaae8d
rey et a,e4b2b5e789b65fb7
l Google,c3dc5a469b955efe
s neural,8bf141b146e6eb62
 machine,7dd7cb77422ad4da
 transla,398858416401523a
tion sys,f68114526e676374
tem Brid,866f09bf4c71e832
ging the,6b09fc34230be0e7
 gap bet,7dc19d00f60b8eb3
ween hum,1b60cf08958ce47f
an and m,8d17885b5de840bb
achine t,8d7858f0c3e27832
ranslati,b0678fa28197311e
on arXiv,674893fad87ab4ba
 preprin,53803bd21bcfb53c
t arXiv1,ccae598a5230fded
60908144,e29d4c0eb03bf1b1
  2016 3,cda50af79d42573a
9 Jie Zh,eaa26be09a69eb6c
ou Ying ,ae0d6f340218452e
Cao Xugu,ff6f6763b4309916
ang Wang,d17c33dd11c8822b
 Peng Li,db9c49490a4ff51e
 and Wei,a3e77f5b498c5425
 Xu Deep,e1ee3bb000258f4d
 recurre,a1c6913174a98516
nt model,7e73a065230d85cf
s with f,c9ee84c1fb237af3
astforwa,dcd804cd7d573886
rd conne,60068db24707c71a
ctions f,a6be32e64f58ece5
or neura,906ac55262da6001
l machin,765101cd727b9e0c
e transl,e89822e70480dec0
ation Co,2483bf49aa99ca56
RR  abs1,dfac327c8282c387
60604199,f82bb66103edd2e2
 2016 40,c8d6f0d49040abab
 Muhua Z,7b5a022db3ea03d2
hu Yue Z,c133c927d902e0d5
hang Wen,9e24fe61b51c432c
liang Ch,55974be5599adb5c
en Min Z,8becad50dfc69e46
hang and,89fc82f74e671cad
 Jingbo ,97145b7acb0d3b1e
Zhu Fast,23449a2cea7f5477
 and acc,127ce0277feef8ad
urate sh,571e0d0f108177d3
iftreduc,b44e1776966b9feb
e consti,b7b5a3cf5e0b2d54
tuent pa,96176d922cbaa9b5
rsing In,61a0ad2e344b9c35
 Proceed,33c64e447c4499fe
ings of ,3d24408ff4728547
the 51st,aaf664c75ca232bf
 Annual ,7d600982948fe9ea
Meeting ,f8a4c5debd087f25
of the A,0557d18e4b346b1f
CL Volum,d0629ccddf9fffbd
e 1 Long,7388b4928bd2f443
 Papers ,ace235ae32b09f87
 pages 4,4d6dbdcdc5e41a2e
34443 AC,5896e8625ebc0c85
L August,dda61d275e410a8e
 2013 12,d04c032e122ed544
Attentio,d76c31328616b627
n Visual,09499fb5ff1a7b21
izations,68dcb2c3cb6e0260
 InputIn,c07c29dddd7880de
put Laye,f98073607ea365e9
r5 It is,c5847ad01d89b036
 in this,8b1689eb7d373413
 spirit ,ac90589099621574
that a m,964fc46f041ef438
ajority ,0819d66216041505
of Ameri,e2d5d5a515c73039
can gove,6ee93bb5d921e9e0
rnments ,98153d21490ea173
have pas,fd480f68ea92d16e
sed new ,6f2f2304cdbdea1c
laws sin,72a672934e050864
ce 2009 ,25f2d789930df222
making t,361d26f982eef4d1
he regis,94dd5432910770b9
tration ,c4f9ecc7952c6858
or votin,f8fcba1315e4e364
g proces,d89657e4a852ebb0
s more d,3d05e78c2ffbf0b0
ifficult,4cb0b6735a2fd2d8
  EOS pa,63ba18357150a91a
d pad pa,32a559057ff7826c
d pad pa,32a559057ff7826c
d pad It,289f9abc9f95c961
 is in t,630997d8d2c73831
his spir,f77b441ad34d0413
it that ,c2bea46fc1c05360
a majori,997b9308c412f477
ty of Am,733276990494d500
erican g,c8f53ed938c32e38
overnmen,a0f468d95deb834b
ts have ,b70d65b20bba5947
passed n,cdbf063caf09ad87
ew laws ,83a2f0445ecc2e1e
since 20,3de03691551e55e8
09 makin,70a6694fd95f893f
g the re,e6c7479bbb5ecc9c
gistrati,7d1443debdba4990
on or vo,30508d072f94aa9a
ting pro,cc74377169390611
cess mor,7d8f7e0b13d96391
e diffic,33edd329a8ffa36a
ult  EOS,f8e759b74f62f017
 pad pad,24f9f755f241bd8c
 pad pad,24f9f755f241bd8c
 pad pad,24f9f755f241bd8c
 Figure ,62c0e704b353e667
3 An exa,011193f6b74fc250
mple of ,7603ccff58329f7b
the atte,b2b8d4462e836b1f
ntion me,1f86ca497ad5c1f6
chanism ,6cdde7426a0ca7f4
followin,96c729dc71baf934
g longdi,6005ca678deed4f7
stance d,28b49a2d5e5e0ec1
ependenc,c47c9dccf2350441
ies in t,5be28ccfccbf4a86
he encod,6606db5eea879b57
er selfa,3ec1f476145460ff
ttention,1256dfa50ed0448a
 in laye,a0d86ad9d0ca56fe
r 5 of 6,7e858dcf0691cf74
 Many of,9009f36acfec8be9
 the att,5bc3ec213de4bb16
ention h,a1db0caed7a926fc
eads att,d10daf26190c0e53
end to a,10c957788487368b
 distant,5d76f8b345935ffe
 depende,4384899e6904630c
ncy of t,acc8c348ee259b7c
he verb ,9dae0af495c26650
making c,9e994f4aea7dc790
ompletin,372c1a3237636bc8
g the ph,7e452ee3cc5187a5
rase mak,a3fa40e37847a852
ingmore ,e94ff22848a34063
difficul,2fb7ae8a8d59af6b
t Attent,a87db2ca297349c9
ions her,e253d4c0f92456d6
e shown ,89a2e5b24c8291ac
only for,7e038650a2ee9816
 the wor,b7b0abbebd426c73
d making,ac9c7b02295d621f
 Differe,199915b75a6a3f1d
nt color,e06f1fac3026ad02
s repres,6d5936ab0f494a17
ent diff,8be45455039051ee
erent he,bd664931ef136805
ads Best,fba8ba37d0a79c88
 viewed ,5a18ae7a6d2a43a5
in color,d8515f1c4e3a5c24
 13Input,442e14c32c811035
Input La,e2af3c5558e068d8
yer5 The,6a125afae449a45b
 Law wil,69dd65762c659db3
l never ,9dd75e652330fd37
be perfe,82ed383a958dd2cb
ct  but ,5b1a4bc0cd705b0a
its appl,9e77115b8607b086
ication ,0669bebbf325999d
should b,55a3a9ea430c9827
e just  ,9439ce3a09a3e000
this is ,f2f6ca33b3ad057e
what we ,35a9f6eb7250f399
are miss,32840cca8d350b95
ing  in ,89b52f8226d6bb04
my opini,abf46fcf4651fc3d
on  EOS ,c0c84f9b54f929c9
pad The ,0081a1f9f041aa4b
Law will,5cac1168dea2f44d
 never b,3969ccf59b0fc279
e perfec,f477700b5823f1df
t  but i,ebdcacfabe971d32
ts appli,81e3d01d25e3af6f
cation s,6bda2403643808a5
hould be,f1548db914364184
 just  t,e916242b6cc887c8
his is w,5b9e01f695370e3e
hat we a,31b504eb11a4b121
re missi,9eeb246042cb239f
ng  in m,f6cc2d39c82ef8b6
y opinio,54143cf961ee48b2
n  EOS p,0e9c3611f3d1ef39
ad Input,b12316abc1c25b42
Input La,e2af3c5558e068d8
yer5 The,6a125afae449a45b
 Law wil,69dd65762c659db3
l never ,9dd75e652330fd37
be perfe,82ed383a958dd2cb
ct  but ,5b1a4bc0cd705b0a
its appl,9e77115b8607b086
ication ,0669bebbf325999d
should b,55a3a9ea430c9827
e just  ,9439ce3a09a3e000
this is ,f2f6ca33b3ad057e
what we ,35a9f6eb7250f399
are miss,32840cca8d350b95
ing  in ,89b52f8226d6bb04
my opini,abf46fcf4651fc3d
on  EOS ,c0c84f9b54f929c9
pad The ,0081a1f9f041aa4b
Law will,5cac1168dea2f44d
 never b,3969ccf59b0fc279
e perfec,f477700b5823f1df
t  but i,ebdcacfabe971d32
ts appli,81e3d01d25e3af6f
cation s,6bda2403643808a5
hould be,f1548db914364184
 just  t,e916242b6cc887c8
his is w,5b9e01f695370e3e
hat we a,31b504eb11a4b121
re missi,9eeb246042cb239f
ng  in m,f6cc2d39c82ef8b6
y opinio,54143cf961ee48b2
n  EOS p,0e9c3611f3d1ef39
adFigure,98b1355dff260f66
 4 Two a,81dd17c5a2ca2742
ttention,1256dfa50ed0448a
 heads a,d7b12277bf9772b7
lso in l,baaf798cadda96d4
ayer 5 o,aa16d4de86508f1d
f 6 appa,4dfdf3e5defc3815
rently i,46bd3a5f09cd85ee
nvolved ,f56984f1aeef6ac2
in anaph,cb5a4a51d18f70ef
ora reso,84555e3f5dd03448
lution T,2e2a8961e1c5359e
op Full ,b841472d6519e7b1
attentio,293abe129fc0e635
ns for h,5ec970a94d6452ff
ead 5 Bo,0eeb79be4c6c7f29
ttom Iso,5b9171ba69aedc14
lated at,819117264d1f6c39
tentions,d86a22691c696694
 from ju,4d0fd3a32a53597a
st the w,684ed1d421ebc482
ord its ,81677155ea2718d2
for atte,99a28c9668c19ef4
ntion he,a362e68fab3bd187
ads 5 an,4dab6d9a7b2390a8
d 6 Note,eaa8c7b58b0b65ab
 that th,c435161a6526a426
e attent,75cef8506b1a17a2
ions are,053610dea476af75
 very sh,b6924c708f2161f2
arp for ,180a475bbfbd577f
this wor,d4881fd04919944f
d 14Inpu,9b8803af0d72b44e
tInput L,a568676f92f3361a
ayer5 Th,4762bfae35e8b06e
e Law wi,d512a266edd67242
ll never,6d23eda6950ccf94
 be perf,87137068b244fa00
ect  but,5b9a0d8f3468e03d
 its app,ef514ee651c25f4e
lication,65618bcddce5cfde
 should ,5a70eae8fa8a7847
be just ,ab56a997b11de078
 this is,84bc9c7ad8798260
 what we,f5b6afc22cb07ced
 are mis,ef0fdfe6fb85b833
sing  in,db434f43f934dddc
 my opin,1a58c26eed14f26f
ion  EOS,9215962903618caf
 pad The,0647bfd1b4fef1e6
 Law wil,69dd65762c659db3
l never ,9dd75e652330fd37
be perfe,82ed383a958dd2cb
ct  but ,5b1a4bc0cd705b0a
its appl,9e77115b8607b086
ication ,0669bebbf325999d
should b,55a3a9ea430c9827
e just  ,9439ce3a09a3e000
this is ,f2f6ca33b3ad057e
what we ,35a9f6eb7250f399
are miss,32840cca8d350b95
ing  in ,89b52f8226d6bb04
my opini,abf46fcf4651fc3d
on  EOS ,c0c84f9b54f929c9
pad Inpu,26b97c060cb5d2d4
tInput L,a568676f92f3361a
ayer5 Th,4762bfae35e8b06e
e Law wi,d512a266edd67242
ll never,6d23eda6950ccf94
 be perf,87137068b244fa00
ect  but,5b9a0d8f3468e03d
 its app,ef514ee651c25f4e
lication,65618bcddce5cfde
 should ,5a70eae8fa8a7847
be just ,ab56a997b11de078
 this is,84bc9c7ad8798260
 what we,f5b6afc22cb07ced
 are mis,ef0fdfe6fb85b833
sing  in,db434f43f934dddc
 my opin,1a58c26eed14f26f
ion  EOS,9215962903618caf
 pad The,0647bfd1b4fef1e6
 Law wil,69dd65762c659db3
l never ,9dd75e652330fd37
be perfe,82ed383a958dd2cb
ct  but ,5b1a4bc0cd705b0a
its appl,9e77115b8607b086
ication ,0669bebbf325999d
should b,55a3a9ea430c9827
e just  ,9439ce3a09a3e000
this is ,f2f6ca33b3ad057e
what we ,35a9f6eb7250f399
are miss,32840cca8d350b95
ing  in ,89b52f8226d6bb04
my opini,abf46fcf4651fc3d
on  EOS ,c0c84f9b54f929c9
padFigur,75ef5d500bc237cf
e 5 Many,a921fb7a227f2719
 of the ,f66494a636e8cde4
attentio,293abe129fc0e635
n heads ,6279d489fb65abd7
exhibit ,00894ba5b68b3b58
behaviou,2058edeeddfeef31
r that s,6170b82b58376185
eems rel,cc1d5bf41a8e3cc6
ated to ,5d613e158b42c45c
the stru,804394e2cba2bad3
cture of,354e3968d519a4ab
 the sen,506934bb27202484
tence We,13678ba578a5a508
 give tw,fab87367bcbd7a21
o such e,973e541480bb5416
xamples ,0a5e94e57c7de864
above fr,c11b5f4758d23860
om two d,d168f1083090ce3c
ifferent,7800b8a15f477d7a
 heads f,9cae0ba9e0bca243
rom the ,9c8fbb9c3cefe81f
encoder ,dcc5fc4782fc3744
selfatte,9ecc7b7515a56215
ntion at,5829f9262f9ab178
 layer 5,07dd1ba9f8a50aa8
 of 6 Th,5bc444331b8e3025
e heads ,5b0a1750e5d54d74
clearly ,5041c54f48de50c6
learned ,d649951010cdfa30
to perfo,453693c9be3c54c9
rm diffe,26d7070a4897349e
rent tas,e4f2effe42f79434
ks 15   ,d779c6257d937b08
